condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
control,,3.0,3.0,,155,0,8,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,8.0,-1.0,0.0,1,4,6.0,8.0,3.0
control,,6.0,,6.0,155,0,8,p,6.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,7.5,
control,,4.0,4.0,,155,0,8,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.0,7.5,4.0
control,,7.0,,7.0,155,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,7.0,
control,,4.0,4.0,,155,0,8,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.25,7.0,4.0
control,,0.0,,0.0,155,0,8,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,4,6.25,6.75,
control,,3.0,3.0,,155,0,8,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.4,6.75,3.0
control,,0.0,,0.0,155,0,8,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,4,6.4,6.8,
control,,0.0,0.0,,155,0,8,r,,,6.0,-1.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.5,6.8,4.0
control,,0.0,,0.0,155,0,8,p,6.0,0.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,1,4,6.5,6.666666666666667,
control,10.0,,,,155,0,8,p,,,,,,6.0,0.0,,,,,,6.0,-1.0,0.0,1,4,6.428571428571429,6.666666666666667,
selfish,,6.0,,6.0,155,0,9,p,6.0,1.0,,,,,,,,,,,,,,1,4,,,
selfish,,0.0,0.0,,155,0,9,r,,,9.0,-1.0,0.0,6.0,1.0,,,,,,,,,1,4,6.0,,1.0
selfish,,0.0,,0.0,155,0,9,p,7.0,0.0,,,,,,9.0,-1.0,0.0,6.0,1.0,,,,1,4,6.0,9.0,
selfish,,4.0,4.0,,155,0,9,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,9.0,-1.0,0.0,1,4,6.5,9.0,4.0
selfish,,6.0,,6.0,155,0,9,p,6.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,1,4,6.5,7.5,
selfish,,0.0,0.0,,155,0,9,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.333333333333333,7.5,2.0
selfish,,6.0,,6.0,155,0,9,p,6.0,1.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,1,4,6.333333333333333,7.666666666666667,
selfish,,0.0,0.0,,155,0,9,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,1,4,6.25,7.666666666666667,1.0
selfish,,0.0,,0.0,155,0,9,p,6.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,1,4,6.25,8.0,
selfish,,3.0,3.0,,155,0,9,r,,,7.0,1.0,1.0,6.0,0.0,,,,,,9.0,-2.0,0.0,1,4,6.2,8.0,3.0
selfish,,6.0,,6.0,155,0,9,p,6.0,1.0,,,,,,7.0,1.0,1.0,6.0,0.0,,,,1,4,6.2,7.8,
selfish,,5.0,5.0,,155,0,9,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.166666666666667,7.8,5.0
selfish,,5.0,,5.0,155,0,9,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,6.166666666666667,7.333333333333333,
selfish,5.0,,,,155,0,9,p,,,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,7.333333333333333,
control,,5.0,5.0,,156,0,0,r,,,5.0,2.0,1.0,,,,,,,,,,,1,4,,,5.0
control,,5.0,,5.0,156,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,,,,1,4,,5.0,
control,,3.0,3.0,,156,0,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.0,5.0,3.0
control,,0.0,,0.0,156,0,0,p,8.0,0.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.0,
control,,0.0,0.0,,156,0,0,r,,,7.0,-1.0,0.0,8.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.5,6.0,3.0
control,,3.0,3.0,,156,0,0,r,,,7.0,1.0,1.0,,,7.0,-1.0,0.0,8.0,0.0,,,,1,4,6.5,6.333333333333333,3.0
control,,7.0,,7.0,156,0,0,p,7.0,1.0,,,,,,7.0,1.0,1.0,,,7.0,-1.0,0.0,1,4,6.5,6.5,
control,,3.0,3.0,,156,0,0,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.666666666666667,6.5,3.0
control,,0.0,,0.0,156,0,0,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,4,6.666666666666667,6.6,
control,,5.0,5.0,,156,0,0,r,,,5.0,1.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.75,6.6,5.0
control,,0.0,,0.0,156,0,0,p,8.0,0.0,,,,,,5.0,1.0,1.0,7.0,0.0,,,,1,4,6.75,6.333333333333333,
control,,0.0,0.0,,156,0,0,r,,,5.0,-1.0,0.0,8.0,0.0,,,,,,5.0,1.0,1.0,1,4,7.0,6.333333333333333,5.0
control,,8.0,,8.0,156,0,0,p,8.0,1.0,,,,,,5.0,-1.0,0.0,8.0,0.0,,,,1,4,7.0,6.142857142857143,
control,,0.0,0.0,,156,0,0,r,,,7.0,-1.0,0.0,8.0,1.0,,,,,,5.0,-1.0,0.0,1,4,7.166666666666667,6.142857142857143,3.0
control,,5.0,,5.0,156,0,0,p,5.0,1.0,,,,,,7.0,-1.0,0.0,8.0,1.0,,,,1,4,7.166666666666667,6.25,
control,,0.0,0.0,,156,0,0,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,7.0,-1.0,0.0,1,4,6.857142857142857,6.25,2.0
control,,5.0,,5.0,156,0,0,p,5.0,1.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,1,4,6.857142857142857,6.444444444444445,
control,,3.0,3.0,,156,0,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,4,6.625,6.444444444444445,3.0
control,,7.0,,7.0,156,0,0,p,7.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,6.625,6.5,
control,,0.0,,0.0,156,0,0,p,7.0,0.0,,,,7.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.666666666666667,6.5,
control,,0.0,0.0,,156,0,0,r,,,7.0,-1.0,0.0,7.0,0.0,,,,7.0,1.0,,,,1,4,6.7,6.5,3.0
control,,0.0,,0.0,156,0,0,p,9.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,1,4,6.7,6.545454545454546,
control,,4.0,4.0,,156,0,0,r,,,6.0,1.0,1.0,9.0,0.0,,,,,,7.0,-1.0,0.0,1,4,6.909090909090909,6.545454545454546,4.0
control,,7.0,,7.0,156,0,0,p,7.0,1.0,,,,,,6.0,1.0,1.0,9.0,0.0,,,,1,4,6.909090909090909,6.5,
control,,4.0,4.0,,156,0,0,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.916666666666667,6.5,4.0
control,,0.0,,0.0,156,0,0,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,4,6.916666666666667,6.461538461538462,
control,,0.0,0.0,,156,0,0,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.923076923076923,6.461538461538462,3.0
control,,8.0,,8.0,156,0,0,p,8.0,1.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,1,4,6.923076923076923,6.5,
control,,,,,156,0,0,p,,,,,,8.0,1.0,,,,,,7.0,-1.0,0.0,1,4,7.0,6.5,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,1.0,1.0,,,,,,,,,,,1,4,,,5.0
selfish,,0.0,,0.0,156,0,1,p,7.0,0.0,,,,,,5.0,1.0,1.0,,,,,,1,4,,5.0,
selfish,,0.0,0.0,,156,0,1,r,,,6.0,-1.0,0.0,7.0,0.0,,,,,,5.0,1.0,1.0,1,4,7.0,5.0,4.0
selfish,,0.0,,0.0,156,0,1,p,8.0,0.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,1,4,7.0,5.5,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,6.0,-1.0,0.0,1,4,7.5,5.5,5.0
selfish,,4.0,4.0,,156,0,1,r,,,6.0,1.0,1.0,,,5.0,1.0,1.0,8.0,0.0,,,,1,4,7.5,5.333333333333333,4.0
selfish,,0.0,,0.0,156,0,1,p,7.0,0.0,,,,,,6.0,1.0,1.0,,,5.0,1.0,1.0,1,4,7.5,5.5,
selfish,,0.0,0.0,,156,0,1,r,,,8.0,-2.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,7.333333333333333,5.5,2.0
selfish,,7.0,,7.0,156,0,1,p,7.0,1.0,,,,,,8.0,-2.0,0.0,7.0,0.0,,,,1,4,7.333333333333333,6.0,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,8.0,-2.0,0.0,1,4,7.25,6.0,5.0
selfish,,0.0,,0.0,156,0,1,p,6.0,0.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,4,7.25,5.833333333333333,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,5.0,2.0,1.0,1,4,7.0,5.833333333333333,5.0
selfish,,5.0,,5.0,156,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,1,4,7.0,5.714285714285714,
selfish,,0.0,0.0,,156,0,1,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.666666666666667,5.714285714285714,3.0
selfish,,0.0,,0.0,156,0,1,p,6.0,0.0,,,,,,7.0,-1.0,0.0,5.0,1.0,,,,1,4,6.666666666666667,5.875,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,7.0,-1.0,0.0,1,4,6.571428571428571,5.875,5.0
selfish,,0.0,,0.0,156,0,1,p,7.0,0.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,1,4,6.571428571428571,5.777777777777778,
selfish,,5.0,5.0,,156,0,1,r,,,5.0,2.0,1.0,7.0,0.0,,,,,,5.0,2.0,1.0,1,4,6.625,5.777777777777778,5.0
selfish,,6.0,,6.0,156,0,1,p,6.0,1.0,,,,,,5.0,2.0,1.0,7.0,0.0,,,,1,4,6.625,5.7,
selfish,,5.0,,5.0,156,0,1,p,5.0,1.0,,,,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.555555555555555,5.7,
selfish,,3.0,3.0,,156,0,1,r,,,7.0,1.0,1.0,5.0,1.0,,,,6.0,1.0,,,,1,4,6.4,5.7,3.0
selfish,,0.0,,0.0,156,0,1,p,7.0,0.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,6.4,5.818181818181818,
selfish,,0.0,0.0,,156,0,1,r,,,9.0,-2.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.454545454545454,5.818181818181818,1.0
selfish,,0.0,,0.0,156,0,1,p,6.0,0.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,1,4,6.454545454545454,6.083333333333333,
selfish,,4.0,4.0,,156,0,1,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,9.0,-2.0,0.0,1,4,6.416666666666667,6.083333333333333,4.0
selfish,,6.0,,6.0,156,0,1,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,1,4,6.416666666666667,6.076923076923077,
selfish,,0.0,0.0,,156,0,1,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.384615384615385,6.076923076923077,2.0
selfish,,0.0,,0.0,156,0,1,p,7.0,0.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,1,4,6.384615384615385,6.214285714285714,
selfish,10.0,,,,156,0,1,p,,,,,,7.0,0.0,,,,,,8.0,-1.0,0.0,1,4,6.428571428571429,6.214285714285714,
anti_reciprocity,,4.0,4.0,,156,0,2,r,,,6.0,1.0,1.0,,,,,,,,,,,1,4,,,4.0
anti_reciprocity,,7.0,,7.0,156,0,2,p,7.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,4,,6.0,
anti_reciprocity,,4.0,4.0,,156,0,2,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,4,7.0,6.0,4.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,5.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,4,7.0,6.0,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,9.0,-2.0,0.0,5.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.0,6.0,1.0
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,5.0,0.0,,,,1,4,6.0,7.0,1.0
anti_reciprocity,,9.0,,9.0,156,0,2,p,9.0,1.0,,,,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,1,4,6.0,7.5,
anti_reciprocity,,5.0,5.0,,156,0,2,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,9.0,-2.0,0.0,1,4,7.0,7.5,5.0
anti_reciprocity,,,,,156,0,2,p,,0.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,1,4,7.0,7.0,
anti_reciprocity,,4.0,4.0,,156,0,2,r,,,6.0,1.0,1.0,,0.0,,,,,,5.0,2.0,1.0,1,4,7.0,7.0,4.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,7.0,0.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,4,7.0,6.833333333333333,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,7.0,6.833333333333333,2.0
anti_reciprocity,,7.0,,7.0,156,0,2,p,7.0,1.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,4,7.0,7.0,
anti_reciprocity,,2.0,2.0,,156,0,2,r,,,8.0,1.0,1.0,7.0,1.0,,,,,,8.0,-1.0,0.0,1,4,7.0,7.0,2.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,7.0,0.0,,,,,,8.0,1.0,1.0,7.0,1.0,,,,1,4,7.0,7.125,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,8.0,1.0,1.0,1,4,7.0,7.125,2.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,7.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,4,7.0,7.222222222222222,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,8.0,-1.0,0.0,1,4,7.0,7.222222222222222,2.0
anti_reciprocity,,,,,156,0,2,p,,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,4,7.0,7.3,
anti_reciprocity,,8.0,,8.0,156,0,2,p,8.0,1.0,,,,,0.0,,,,,,8.0,-1.0,0.0,1,4,7.0,7.3,
anti_reciprocity,,4.0,4.0,,156,0,2,r,,,6.0,1.0,1.0,8.0,1.0,,,,,0.0,,,,1,4,7.125,7.3,4.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,7.0,0.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,4,7.125,7.181818181818182,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,7.111111111111111,7.181818181818182,2.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,7.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,4,7.111111111111111,7.25,
anti_reciprocity,,4.0,4.0,,156,0,2,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,8.0,-1.0,0.0,1,4,7.1,7.25,4.0
anti_reciprocity,,0.0,,0.0,156,0,2,p,5.0,0.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,1,4,7.1,7.153846153846154,
anti_reciprocity,,0.0,0.0,,156,0,2,r,,,9.0,-2.0,0.0,5.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.909090909090909,7.153846153846154,1.0
anti_reciprocity,,9.0,,9.0,156,0,2,p,9.0,1.0,,,,,,9.0,-2.0,0.0,5.0,0.0,,,,1,4,6.909090909090909,7.285714285714286,
anti_reciprocity,10.0,,,,156,0,2,p,,,,,,9.0,1.0,,,,,,9.0,-2.0,0.0,1,4,7.083333333333333,7.285714285714286,
reciprocity,,3.0,3.0,,156,0,3,r,,,7.0,1.0,1.0,,,,,,,,,,,1,4,,,3.0
reciprocity,,0.0,,0.0,156,0,3,p,8.0,0.0,,,,,,7.0,1.0,1.0,,,,,,1,4,,7.0,
reciprocity,,0.0,0.0,,156,0,3,r,,,8.0,-1.0,0.0,8.0,0.0,,,,,,7.0,1.0,1.0,1,4,8.0,7.0,2.0
reciprocity,,0.0,,0.0,156,0,3,p,9.0,0.0,,,,,,8.0,-1.0,0.0,8.0,0.0,,,,1,4,8.0,7.5,
reciprocity,,0.0,0.0,,156,0,3,r,,,9.0,-2.0,0.0,9.0,0.0,,,,,,8.0,-1.0,0.0,1,4,8.5,7.5,1.0
reciprocity,,0.0,0.0,,156,0,3,r,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,9.0,0.0,,,,1,4,8.5,8.0,1.0
reciprocity,,6.0,,6.0,156,0,3,p,6.0,1.0,,,,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,1,4,8.5,8.25,
reciprocity,,0.0,0.0,,156,0,3,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,9.0,-2.0,0.0,1,4,7.666666666666667,8.25,4.0
reciprocity,,0.0,,0.0,156,0,3,p,9.0,0.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,1,4,7.666666666666667,7.8,
reciprocity,,0.0,0.0,,156,0,3,r,,,9.0,-2.0,0.0,9.0,0.0,,,,,,6.0,-1.0,0.0,1,4,8.0,7.8,1.0
reciprocity,,0.0,,0.0,156,0,3,p,7.0,0.0,,,,,,9.0,-2.0,0.0,9.0,0.0,,,,1,4,8.0,8.0,
reciprocity,,0.0,0.0,,156,0,3,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,9.0,-2.0,0.0,1,4,7.8,8.0,3.0
reciprocity,,0.0,,0.0,156,0,3,p,7.0,0.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,1,4,7.8,7.857142857142857,
reciprocity,,0.0,0.0,,156,0,3,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,7.0,-2.0,0.0,1,4,7.666666666666667,7.857142857142857,3.0
reciprocity,,0.0,,0.0,156,0,3,p,6.0,0.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,1,4,7.666666666666667,7.75,
reciprocity,,0.0,0.0,,156,0,3,r,,,6.0,-2.0,0.0,6.0,0.0,,,,,,7.0,-2.0,0.0,1,4,7.428571428571429,7.75,4.0
reciprocity,,5.0,,5.0,156,0,3,p,5.0,1.0,,,,,,6.0,-2.0,0.0,6.0,0.0,,,,1,4,7.428571428571429,7.555555555555555,
reciprocity,,5.0,5.0,,156,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,6.0,-2.0,0.0,1,4,7.125,7.555555555555555,5.0
reciprocity,,0.0,,0.0,156,0,3,p,7.0,0.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,4,7.125,7.3,
reciprocity,,0.0,,0.0,156,0,3,p,7.0,0.0,,,,7.0,0.0,,,,,,5.0,1.0,1.0,1,4,7.111111111111111,7.3,
reciprocity,,0.0,0.0,,156,0,3,r,,,7.0,-1.0,0.0,7.0,0.0,,,,7.0,0.0,,,,1,4,7.1,7.3,3.0
reciprocity,,0.0,,0.0,156,0,3,p,6.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,1,4,7.1,7.2727272727272725,
reciprocity,,0.0,0.0,,156,0,3,r,,,6.0,-1.0,0.0,6.0,0.0,,,,,,7.0,-1.0,0.0,1,4,7.0,7.2727272727272725,4.0
reciprocity,,5.0,,5.0,156,0,3,p,5.0,1.0,,,,,,6.0,-1.0,0.0,6.0,0.0,,,,1,4,7.0,7.166666666666667,
reciprocity,,5.0,5.0,,156,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,6.0,-1.0,0.0,1,4,6.833333333333333,7.166666666666667,5.0
reciprocity,,0.0,,0.0,156,0,3,p,6.0,0.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,4,6.833333333333333,7.0,
reciprocity,,4.0,4.0,,156,0,3,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,5.0,1.0,1.0,1,4,6.769230769230769,7.0,4.0
reciprocity,,0.0,,0.0,156,0,3,p,7.0,0.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,1,4,6.769230769230769,6.928571428571429,
reciprocity,10.0,,,,156,0,3,p,,,,,,7.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.785714285714286,6.928571428571429,
generous,,4.0,4.0,,156,0,4,r,,,6.0,1.0,1.0,,,,,,,,,,,1,4,,,4.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,4,,6.0,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.0,6.0,5.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,6.0,5.5,
generous,,4.0,4.0,,156,0,4,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,5.5,4.0
generous,,4.0,4.0,,156,0,4,r,,,6.0,1.0,1.0,,,6.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,5.666666666666667,4.0
generous,,7.0,,7.0,156,0,4,p,7.0,1.0,,,,,,6.0,1.0,1.0,,,6.0,1.0,1.0,1,4,6.0,5.75,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.333333333333333,5.75,5.0
generous,,5.0,,5.0,156,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,4,6.333333333333333,5.6,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,5.6,5.0
generous,,5.0,,5.0,156,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,6.0,5.5,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.8,5.5,5.0
generous,,5.0,,5.0,156,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.8,5.428571428571429,
generous,,4.0,4.0,,156,0,4,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.666666666666667,5.428571428571429,4.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.666666666666667,5.5,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.714285714285714,5.5,5.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,5.714285714285714,5.444444444444445,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.75,5.444444444444445,5.0
generous,,5.0,,5.0,156,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,5.75,5.4,
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.666666666666667,5.4,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,5.0,1.0,,,,1,4,5.7,5.4,5.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,5.7,5.363636363636363,
generous,,3.0,3.0,,156,0,4,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.7272727272727275,5.363636363636363,3.0
generous,,7.0,,7.0,156,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,1,4,5.7272727272727275,5.5,
generous,,5.0,5.0,,156,0,4,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,4,5.833333333333333,5.5,5.0
generous,,6.0,,6.0,156,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,4,5.833333333333333,5.461538461538462,
generous,,4.0,4.0,,156,0,4,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.846153846153846,5.461538461538462,4.0
generous,,7.0,,7.0,156,0,4,p,7.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,1,4,5.846153846153846,5.5,
generous,10.0,,,,156,0,4,p,,,,,,7.0,1.0,,,,,,6.0,2.0,1.0,1,4,5.928571428571429,5.5,
generous,,,,,157,0,0,p,,0.0,,,,,,,,,,,,,,0,1,,,
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,,0.0,,,,,,,,,0,1,,,5.0
generous,,8.0,,8.0,157,0,0,p,8.0,1.0,,,,,,5.0,1.0,1.0,,0.0,,,,0,1,,5.0,
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,8.0,5.0,5.0
generous,,7.0,,7.0,157,0,0,p,7.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,8.0,5.0,
generous,,8.0,,8.0,157,0,0,p,8.0,1.0,,,,7.0,1.0,,,,,,5.0,1.0,1.0,0,1,7.5,5.0,
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,7.0,1.0,,,,0,1,7.666666666666667,5.0,5.0
generous,,8.0,,8.0,157,0,0,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,7.666666666666667,5.0,
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,7.75,5.0,5.0
generous,,8.0,,8.0,157,0,0,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,7.75,5.0,
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,7.8,5.0,5.0
generous,,8.0,,8.0,157,0,0,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,7.8,5.0,
