condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
generous,,5.0,,5.0,1,0,1,p,5.0,1.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,4,6.875,5.25,
generous,,4.0,4.0,,1,0,1,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,4,6.666666666666667,5.25,4.0
generous,,7.0,,7.0,1,0,1,p,7.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,4,6.666666666666667,5.3076923076923075,
generous,,5.0,5.0,,1,0,1,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,6.0,2.0,1.0,1,4,6.7,5.3076923076923075,5.0
generous,,7.0,,7.0,1,0,1,p,7.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,4,6.7,5.285714285714286,
generous,5.0,,,,1,0,1,p,,,,,,7.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.7272727272727275,5.285714285714286,
reciprocity,,3.0,3.0,,1,0,2,r,,,7.0,2.0,1.0,,,,,,,,,,,1,4,,,3.0
reciprocity,,,,,1,0,2,p,,0.0,,,,,,7.0,2.0,1.0,,,,,,1,4,,7.0,
reciprocity,,5.0,5.0,,1,0,2,r,,,5.0,1.0,1.0,,0.0,,,,,,7.0,2.0,1.0,1,4,,7.0,5.0
reciprocity,,,,,1,0,2,p,,0.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,4,,6.0,
reciprocity,,0.0,0.0,,1,0,2,r,,,8.0,-1.0,0.0,,0.0,,,,,,5.0,1.0,1.0,1,4,,6.0,2.0
reciprocity,,0.0,0.0,,1,0,2,r,,,7.0,-1.0,0.0,,,8.0,-1.0,0.0,,0.0,,,,1,4,,6.666666666666667,3.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,7.0,-1.0,0.0,,,8.0,-1.0,0.0,1,4,,6.75,
reciprocity,,3.0,3.0,,1,0,2,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,7.0,-1.0,0.0,1,4,7.0,6.75,3.0
reciprocity,,7.0,,7.0,1,0,2,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,4,7.0,6.8,
reciprocity,,3.0,3.0,,1,0,2,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,4,7.0,6.8,3.0
reciprocity,,5.0,,5.0,1,0,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,4,7.0,6.833333333333333,
reciprocity,,5.0,5.0,,1,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.333333333333333,6.833333333333333,5.0
reciprocity,,,,,1,0,2,p,,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,6.333333333333333,6.571428571428571,
reciprocity,,4.0,4.0,,1,0,2,r,,,6.0,1.0,1.0,,0.0,,,,,,5.0,2.0,1.0,1,4,6.333333333333333,6.571428571428571,4.0
reciprocity,,0.0,,0.0,1,0,2,p,8.0,0.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,4,6.333333333333333,6.5,
reciprocity,,2.0,2.0,,1,0,2,r,,,8.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.75,6.5,2.0
reciprocity,,6.0,,6.0,1,0,2,p,6.0,1.0,,,,,,8.0,1.0,1.0,8.0,0.0,,,,1,4,6.75,6.666666666666667,
reciprocity,,0.0,0.0,,1,0,2,r,,,6.0,-2.0,0.0,6.0,1.0,,,,,,8.0,1.0,1.0,1,4,6.6,6.666666666666667,4.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,6.0,-2.0,0.0,6.0,1.0,,,,1,4,6.6,6.6,
reciprocity,,0.0,,0.0,1,0,2,p,9.0,0.0,,,,7.0,0.0,,,,,,6.0,-2.0,0.0,1,4,6.666666666666667,6.6,
reciprocity,,1.0,1.0,,1,0,2,r,,,9.0,1.0,1.0,9.0,0.0,,,,7.0,0.0,,,,1,4,7.0,6.6,1.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,9.0,1.0,1.0,9.0,0.0,,,,1,4,7.0,6.818181818181818,
reciprocity,,3.0,3.0,,1,0,2,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,9.0,1.0,1.0,1,4,7.0,6.818181818181818,3.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,4,7.0,6.833333333333333,
reciprocity,,3.0,3.0,,1,0,2,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,7.0,6.833333333333333,3.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,4,7.0,6.846153846153846,
reciprocity,,,,,1,0,2,r,,,7.0,0.0,,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,7.0,6.846153846153846,3.0
reciprocity,,0.0,,0.0,1,0,2,p,7.0,0.0,,,,,,7.0,0.0,,7.0,0.0,,,,1,4,7.0,6.857142857142857,
reciprocity,10.0,,,,1,0,2,p,,,,,,7.0,0.0,,,,,,7.0,0.0,,1,4,7.0,6.857142857142857,
anti_reciprocity,,0.0,0.0,,1,0,3,r,,,6.0,-1.0,0.0,,,,,,,,,,,1,4,,,4.0
anti_reciprocity,,8.0,,8.0,1,0,3,p,8.0,1.0,,,,,,6.0,-1.0,0.0,,,,,,1,4,,6.0,
anti_reciprocity,,4.0,4.0,,1,0,3,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,-1.0,0.0,1,4,8.0,6.0,4.0
anti_reciprocity,,,,,1,0,3,p,,0.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,4,8.0,6.0,
anti_reciprocity,,,,,1,0,3,r,,,9.0,0.0,,,0.0,,,,,,6.0,1.0,1.0,1,4,8.0,6.0,1.0
anti_reciprocity,,3.0,3.0,,1,0,3,r,,,7.0,1.0,1.0,,,9.0,0.0,,,0.0,,,,1,4,8.0,7.0,3.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,6.0,0.0,,,,,,7.0,1.0,1.0,,,9.0,0.0,,1,4,8.0,7.0,
anti_reciprocity,,0.0,0.0,,1,0,3,r,,,8.0,-1.0,0.0,6.0,0.0,,,,,,7.0,1.0,1.0,1,4,7.0,7.0,2.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,6.0,0.0,,,,,,8.0,-1.0,0.0,6.0,0.0,,,,1,4,7.0,7.2,
anti_reciprocity,,2.0,2.0,,1,0,3,r,,,8.0,1.0,1.0,6.0,0.0,,,,,,8.0,-1.0,0.0,1,4,6.666666666666667,7.2,2.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,8.0,0.0,,,,,,8.0,1.0,1.0,6.0,0.0,,,,1,4,6.666666666666667,7.333333333333333,
anti_reciprocity,,4.0,4.0,,1,0,3,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,8.0,1.0,1.0,1,4,7.0,7.333333333333333,4.0
anti_reciprocity,,,,,1,0,3,p,,0.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,1,4,7.0,7.142857142857143,
anti_reciprocity,,3.0,3.0,,1,0,3,r,,,7.0,1.0,1.0,,0.0,,,,,,6.0,1.0,1.0,1,4,7.0,7.142857142857143,3.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,8.0,0.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,4,7.0,7.125,
anti_reciprocity,,4.0,4.0,,1,0,3,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,7.0,1.0,1.0,1,4,7.2,7.125,4.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,5.0,0.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,1,4,7.2,7.0,
anti_reciprocity,,1.0,1.0,,1,0,3,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.833333333333333,7.0,1.0
anti_reciprocity,,0.0,,0.0,1,0,3,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,1,4,6.833333333333333,7.2,
anti_reciprocity,,0.0,,0.0,1,0,3,p,7.0,0.0,,,,5.0,0.0,,,,,,9.0,1.0,1.0,1,4,6.571428571428571,7.2,
anti_reciprocity,,0.0,0.0,,1,0,3,r,,,6.0,-1.0,0.0,7.0,0.0,,,,5.0,0.0,,,,1,4,6.625,7.2,4.0
anti_reciprocity,,6.0,,6.0,1,0,3,p,6.0,1.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,1,4,6.625,7.090909090909091,
anti_reciprocity,,2.0,2.0,,1,0,3,r,,,8.0,1.0,1.0,6.0,1.0,,,,,,6.0,-1.0,0.0,1,4,6.555555555555555,7.090909090909091,2.0
anti_reciprocity,,8.0,,8.0,1,0,3,p,8.0,1.0,,,,,,8.0,1.0,1.0,6.0,1.0,,,,1,4,6.555555555555555,7.166666666666667,
anti_reciprocity,,4.0,4.0,,1,0,3,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,8.0,1.0,1.0,1,4,6.7,7.166666666666667,4.0
anti_reciprocity,,8.0,,8.0,1,0,3,p,8.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,4,6.7,7.076923076923077,
anti_reciprocity,,4.0,4.0,,1,0,3,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.818181818181818,7.076923076923077,4.0
anti_reciprocity,,9.0,,9.0,1,0,3,p,9.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,4,6.818181818181818,7.0,
anti_reciprocity,5.0,,,,1,0,3,p,,,,,,9.0,1.0,,,,,,6.0,1.0,1.0,1,4,7.0,7.0,
selfish,,0.0,0.0,,1,0,4,r,,,8.0,-1.0,0.0,,,,,,,,,,,1,4,,,2.0
selfish,,6.0,,6.0,1,0,4,p,6.0,1.0,,,,,,8.0,-1.0,0.0,,,,,,1,4,,8.0,
selfish,,,,,1,0,4,r,,,7.0,,,6.0,1.0,,,,,,8.0,-1.0,0.0,1,4,6.0,8.0,3.0
selfish,,,,,1,0,4,p,,0.0,,,,,,7.0,,,6.0,1.0,,,,1,4,6.0,7.5,
selfish,,3.0,3.0,,1,0,4,r,,,7.0,1.0,1.0,,0.0,,,,,,7.0,,,1,4,6.0,7.5,3.0
selfish,,4.0,4.0,,1,0,4,r,,,6.0,1.0,1.0,,,7.0,1.0,1.0,,0.0,,,,1,4,6.0,7.333333333333333,4.0
selfish,,0.0,,0.0,1,0,4,p,8.0,0.0,,,,,,6.0,1.0,1.0,,,7.0,1.0,1.0,1,4,6.0,7.0,
selfish,,0.0,0.0,,1,0,4,r,,,8.0,-1.0,0.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,4,7.0,7.0,2.0
selfish,,6.0,,6.0,1,0,4,p,6.0,1.0,,,,,,8.0,-1.0,0.0,8.0,0.0,,,,1,4,7.0,7.2,
selfish,,0.0,0.0,,1,0,4,r,,,9.0,-1.0,0.0,6.0,1.0,,,,,,8.0,-1.0,0.0,1,4,6.666666666666667,7.2,1.0
selfish,,0.0,,0.0,1,0,4,p,6.0,0.0,,,,,,9.0,-1.0,0.0,6.0,1.0,,,,1,4,6.666666666666667,7.5,
selfish,,3.0,3.0,,1,0,4,r,,,7.0,1.0,1.0,6.0,0.0,,,,,,9.0,-1.0,0.0,1,4,6.5,7.5,3.0
selfish,,5.0,,5.0,1,0,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,6.0,0.0,,,,1,4,6.5,7.428571428571429,
selfish,,0.0,0.0,,1,0,4,r,,,9.0,-1.0,0.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.2,7.428571428571429,1.0
selfish,,,,,1,0,4,p,,0.0,,,,,,9.0,-1.0,0.0,5.0,1.0,,,,1,4,6.2,7.625,
selfish,,3.0,3.0,,1,0,4,r,,,7.0,1.0,1.0,,0.0,,,,,,9.0,-1.0,0.0,1,4,6.2,7.625,3.0
selfish,,5.0,,5.0,1,0,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,4,6.2,7.555555555555555,
selfish,,0.0,0.0,,1,0,4,r,,,6.0,-1.0,0.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,6.0,7.555555555555555,4.0
selfish,,5.0,,5.0,1,0,4,p,5.0,1.0,,,,,,6.0,-1.0,0.0,5.0,1.0,,,,1,4,6.0,7.4,
selfish,,6.0,,6.0,1,0,4,p,6.0,1.0,,,,5.0,1.0,,,,,,6.0,-1.0,0.0,1,4,5.857142857142857,7.4,
selfish,,0.0,0.0,,1,0,4,r,,,5.0,-1.0,0.0,6.0,1.0,,,,5.0,1.0,,,,1,4,5.875,7.4,5.0
selfish,,0.0,,0.0,1,0,4,p,8.0,0.0,,,,,,5.0,-1.0,0.0,6.0,1.0,,,,1,4,5.875,7.181818181818182,
selfish,,0.0,0.0,,1,0,4,r,,,6.0,-1.0,0.0,8.0,0.0,,,,,,5.0,-1.0,0.0,1,4,6.111111111111111,7.181818181818182,4.0
selfish,,,,,1,0,4,p,,0.0,,,,,,6.0,-1.0,0.0,8.0,0.0,,,,1,4,6.111111111111111,7.083333333333333,
selfish,,2.0,2.0,,1,0,4,r,,,8.0,1.0,1.0,,0.0,,,,,,6.0,-1.0,0.0,1,4,6.111111111111111,7.083333333333333,2.0
selfish,,9.0,,9.0,1,0,4,p,9.0,1.0,,,,,,8.0,1.0,1.0,,0.0,,,,1,4,6.111111111111111,7.153846153846154,
selfish,,4.0,4.0,,1,0,4,r,,,6.0,1.0,1.0,9.0,1.0,,,,,,8.0,1.0,1.0,1,4,6.4,7.153846153846154,4.0
selfish,,0.0,,0.0,1,0,4,p,8.0,0.0,,,,,,6.0,1.0,1.0,9.0,1.0,,,,1,4,6.4,7.071428571428571,
selfish,15.0,,,,1,0,4,p,,,,,,8.0,0.0,,,,,,6.0,1.0,1.0,1,4,6.545454545454546,7.071428571428571,
control,,6.0,,6.0,2,0,0,p,6.0,1.0,,,,,,,,,,,,,,0,2,,,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,,,,0,2,6.0,,4.0
control,,6.0,,6.0,2,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,4.0
control,,6.0,,6.0,2,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
control,,,,,2,0,0,p,,0.0,,,,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,,0.0,,,,6.0,1.0,,,,0,2,6.0,6.0,4.0
control,,6.0,,6.0,2,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,2,6.0,6.0,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,4.0
control,,0.0,,0.0,2,0,0,p,6.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,4.0
control,,8.0,,8.0,2,0,0,p,8.0,1.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,0,2,6.0,6.0,
control,,4.0,4.0,,2,0,0,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.333333333333333,6.0,4.0
control,5.0,,,,2,0,0,p,,,,,,,,6.0,1.0,1.0,8.0,1.0,,,,0,2,6.333333333333333,6.0,
anti_reciprocity,,8.0,,8.0,2,0,1,p,8.0,1.0,,,,,,,,,,,,,,0,2,,,
anti_reciprocity,,4.0,4.0,,2,0,1,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,,,,0,2,8.0,,4.0
anti_reciprocity,,0.0,,0.0,2,0,1,p,6.0,0.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,0,2,8.0,6.0,
anti_reciprocity,,0.0,0.0,,2,0,1,r,,,8.0,-1.0,0.0,6.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.0,6.0,2.0
anti_reciprocity,,0.0,,0.0,2,0,1,p,6.0,0.0,,,,,,8.0,-1.0,0.0,6.0,0.0,,,,0,2,7.0,7.0,
anti_reciprocity,,0.0,0.0,,2,0,1,r,,,8.0,-1.0,0.0,6.0,0.0,,,,,,8.0,-1.0,0.0,0,2,6.666666666666667,7.0,2.0
anti_reciprocity,,0.0,,0.0,2,0,1,p,6.0,0.0,,,,,,8.0,-1.0,0.0,6.0,0.0,,,,0,2,6.666666666666667,7.333333333333333,
anti_reciprocity,,0.0,0.0,,2,0,1,r,,,8.0,-1.0,0.0,6.0,0.0,,,,,,8.0,-1.0,0.0,0,2,6.5,7.333333333333333,2.0
anti_reciprocity,,,,,2,0,1,p,,0.0,,,,,,8.0,-1.0,0.0,6.0,0.0,,,,0,2,6.5,7.5,
anti_reciprocity,,4.0,4.0,,2,0,1,r,,,6.0,1.0,1.0,,0.0,,,,,,8.0,-1.0,0.0,0,2,6.5,7.5,4.0
anti_reciprocity,,7.0,,7.0,2,0,1,p,7.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,2,6.5,7.2,
anti_reciprocity,,2.0,2.0,,2,0,1,r,,,8.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.6,7.2,2.0
anti_reciprocity,,0.0,,0.0,2,0,1,p,7.0,0.0,,,,,,8.0,1.0,1.0,7.0,1.0,,,,0,2,6.6,7.333333333333333,
anti_reciprocity,,,,,2,0,1,p,,,,,,7.0,0.0,,,,,,8.0,1.0,1.0,0,2,6.666666666666667,7.333333333333333,
selfish,,0.0,,0.0,2,0,2,p,6.0,0.0,,,,,,,,,,,,,,0,2,,,
selfish,,3.0,3.0,,2,0,2,r,,,7.0,1.0,1.0,6.0,0.0,,,,,,,,,0,2,6.0,,3.0
selfish,,,,,2,0,2,p,,0.0,,,,,,7.0,1.0,1.0,6.0,0.0,,,,0,2,6.0,7.0,
selfish,,2.0,2.0,,2,0,2,r,,,8.0,1.0,1.0,,0.0,,,,,,7.0,1.0,1.0,0,2,6.0,7.0,2.0
selfish,,0.0,,0.0,2,0,2,p,8.0,0.0,,,,,,8.0,1.0,1.0,,0.0,,,,0,2,6.0,7.5,
selfish,,4.0,4.0,,2,0,2,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,8.0,1.0,1.0,0,2,7.0,7.5,4.0
selfish,,0.0,,0.0,2,0,2,p,8.0,0.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,0,2,7.0,7.0,
selfish,,5.0,5.0,,2,0,2,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.333333333333333,7.0,5.0
selfish,,5.0,,5.0,2,0,2,p,5.0,1.0,,,,,,5.0,1.0,1.0,8.0,0.0,,,,0,2,7.333333333333333,6.5,
selfish,,2.0,2.0,,2,0,2,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,2,6.75,6.5,2.0
selfish,,5.0,,5.0,2,0,2,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,2,6.75,6.8,
selfish,,4.0,4.0,,2,0,2,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,2,6.4,6.8,4.0
selfish,,5.0,,5.0,2,0,2,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,2,6.4,6.666666666666667,
selfish,0.0,,,,2,0,2,p,,,,,,5.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.166666666666667,6.666666666666667,
generous,,6.0,,6.0,2,0,3,p,6.0,1.0,,,,,,,,,,,,,,0,2,,,
generous,,5.0,5.0,,2,0,3,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,,,,0,2,6.0,,5.0
generous,,6.0,,6.0,2,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,5.0,
generous,,5.0,5.0,,2,0,3,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.0,5.0,5.0
generous,,8.0,,8.0,2,0,3,p,8.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,5.0,
generous,,5.0,5.0,,2,0,3,r,,,5.0,2.0,1.0,8.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.666666666666667,5.0,5.0
generous,,0.0,,0.0,2,0,3,p,9.0,0.0,,,,,,5.0,2.0,1.0,8.0,1.0,,,,0,2,6.666666666666667,5.0,
generous,,5.0,5.0,,2,0,3,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,5.0,2.0,1.0,0,2,7.25,5.0,5.0
generous,,8.0,,8.0,2,0,3,p,8.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,0,2,7.25,5.0,
generous,,4.0,4.0,,2,0,3,r,,,6.0,2.0,1.0,8.0,1.0,,,,,,5.0,2.0,1.0,0,2,7.4,5.0,4.0
generous,,8.0,,8.0,2,0,3,p,8.0,1.0,,,,,,6.0,2.0,1.0,8.0,1.0,,,,0,2,7.4,5.2,
generous,,4.0,4.0,,2,0,3,r,,,6.0,2.0,1.0,8.0,1.0,,,,,,6.0,2.0,1.0,0,2,7.5,5.2,4.0
generous,,7.0,,7.0,2,0,3,p,7.0,1.0,,,,,,6.0,2.0,1.0,8.0,1.0,,,,0,2,7.5,5.333333333333333,
generous,,,,,2,0,3,p,,,,,,7.0,1.0,,,,,,6.0,2.0,1.0,0,2,7.428571428571429,5.333333333333333,
reciprocity,,6.0,,6.0,2,0,4,p,6.0,1.0,,,,,,,,,,,,,,0,2,,,
reciprocity,,4.0,4.0,,2,0,4,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,,,,0,2,6.0,,4.0
reciprocity,,6.0,,6.0,2,0,4,p,6.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
reciprocity,,4.0,4.0,,2,0,4,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,6.0,2.0,1.0,0,2,6.0,6.0,4.0
reciprocity,,7.0,,7.0,2,0,4,p,7.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
reciprocity,,3.0,3.0,,2,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,2.0,1.0,0,2,6.333333333333333,6.0,3.0
reciprocity,,0.0,,0.0,2,0,4,p,8.0,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,0,2,6.333333333333333,6.333333333333333,
reciprocity,,2.0,2.0,,2,0,4,r,,,8.0,1.0,1.0,8.0,0.0,,,,,,7.0,1.0,1.0,0,2,6.75,6.333333333333333,2.0
reciprocity,,,,,2,0,4,p,,0.0,,,,,,8.0,1.0,1.0,8.0,0.0,,,,0,2,6.75,6.75,
reciprocity,,5.0,5.0,,2,0,4,r,,,5.0,2.0,1.0,,0.0,,,,,,8.0,1.0,1.0,0,2,6.75,6.75,5.0
reciprocity,,8.0,,8.0,2,0,4,p,8.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,0,2,6.75,6.4,
reciprocity,,,,,2,0,4,r,,,8.0,0.0,,8.0,1.0,,,,,,5.0,2.0,1.0,0,2,7.0,6.4,2.0
reciprocity,,7.0,,7.0,2,0,4,p,7.0,1.0,,,,,,8.0,0.0,,8.0,1.0,,,,0,2,7.0,6.666666666666667,
reciprocity,10.0,,,,2,0,4,p,,,,,,7.0,1.0,,,,,,8.0,0.0,,0,2,7.0,6.666666666666667,
anti_reciprocity,,6.0,,6.0,2,0,5,p,6.0,1.0,,,,,,,,,,,,,,0,2,,,
anti_reciprocity,,2.0,2.0,,2,0,5,r,,,8.0,1.0,1.0,6.0,1.0,,,,,,,,,0,2,6.0,,2.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,8.0,0.0,,,,,,8.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,8.0,
anti_reciprocity,,4.0,4.0,,2,0,5,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,8.0,1.0,1.0,0,2,7.0,8.0,4.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,7.0,0.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,0,2,7.0,7.0,
anti_reciprocity,,4.0,4.0,,2,0,5,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.0,7.0,4.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,2,7.0,6.666666666666667,
anti_reciprocity,,4.0,4.0,,2,0,5,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.0,6.666666666666667,4.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,6.0,0.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,2,7.0,6.5,
anti_reciprocity,,2.0,2.0,,2,0,5,r,,,8.0,1.0,1.0,6.0,0.0,,,,,,6.0,1.0,1.0,0,2,6.8,6.5,2.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,5.0,0.0,,,,,,8.0,1.0,1.0,6.0,0.0,,,,0,2,6.8,6.8,
anti_reciprocity,,1.0,1.0,,2,0,5,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,8.0,1.0,1.0,0,2,6.5,6.8,1.0
anti_reciprocity,,0.0,,0.0,2,0,5,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,2,6.5,7.166666666666667,
anti_reciprocity,0.0,,,,2,0,5,p,,,,,,5.0,0.0,,,,,,9.0,1.0,1.0,0,2,6.285714285714286,7.166666666666667,
generous,,6.0,,6.0,2,0,6,p,6.0,1.0,,,,,,,,,,,,,,0,2,,,
generous,,4.0,4.0,,2,0,6,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,,,,0,2,6.0,,4.0
generous,,6.0,,6.0,2,0,6,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,6.0,
generous,,5.0,5.0,,2,0,6,r,,,5.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,5.0
generous,,5.0,,5.0,2,0,6,p,5.0,1.0,,,,,,5.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,5.5,
generous,,5.0,5.0,,2,0,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,2,5.666666666666667,5.5,5.0
generous,,8.0,,8.0,2,0,6,p,8.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,5.666666666666667,5.333333333333333,
generous,,5.0,5.0,,2,0,6,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.25,5.333333333333333,5.0
generous,,8.0,,8.0,2,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,2,6.25,5.25,
