condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
selfish,1,0,5,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,6.0,-1.0,0.0,0,2,6.666666666666667,6.666666666666667,5.0
selfish,1,0,5,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,0,2,6.666666666666667,6.25,
selfish,1,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.5,6.25,3.0
selfish,1,0,5,p,6.0,0.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.5,6.4,
selfish,1,0,5,p,6.0,1.0,,,,6.0,0.0,,,,,,7.0,-1.0,0.0,0,2,6.4,6.4,
selfish,1,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,6.0,0.0,,,,0,2,6.333333333333333,6.4,3.0
selfish,1,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.333333333333333,6.5,
selfish,1,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.285714285714286,6.5,3.0
selfish,1,0,5,r,,,7.0,-1.0,0.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.285714285714286,6.571428571428571,3.0
selfish,1,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,7.0,-1.0,0.0,0,2,6.285714285714286,6.625,
selfish,1,0,6,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,6,p,7.0,0.0,,,,,,7.0,1.0,1.0,,,,,,0,2,,7.0,
selfish,1,0,6,r,,,5.0,2.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.0,7.0,5.0
selfish,1,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,7.0,0.0,,,,0,2,7.0,6.0,
selfish,1,0,6,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.5,6.0,4.0
selfish,1,0,6,p,6.0,1.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,0,2,6.5,6.0,
selfish,1,0,6,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,6.0,-1.0,0.0,0,2,6.333333333333333,6.0,3.0
selfish,1,0,6,r,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.333333333333333,6.25,4.0
selfish,1,0,6,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,0,2,6.333333333333333,6.2,
selfish,1,0,6,p,6.0,1.0,,,,5.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.2,
selfish,1,0,6,r,,,7.0,-1.0,0.0,6.0,1.0,,,,5.0,1.0,,,,0,2,6.0,6.2,3.0
selfish,1,0,6,p,7.0,0.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.333333333333333,
selfish,1,0,6,r,,,8.0,-2.0,0.0,7.0,0.0,,,,,,7.0,-1.0,0.0,0,2,6.166666666666667,6.333333333333333,2.0
selfish,1,0,6,p,6.0,1.0,,,,,,8.0,-2.0,0.0,7.0,0.0,,,,0,2,6.166666666666667,6.571428571428571,
selfish,1,0,6,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.142857142857143,6.571428571428571,2.0
selfish,1,0,6,p,6.0,1.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,0,2,6.142857142857143,6.75,
selfish,1,0,7,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,1,0,7,p,7.0,0.0,,,,,,7.0,1.0,1.0,,,,,,0,2,,7.0,
selfish,1,0,7,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.0,7.0,3.0
selfish,1,0,7,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,0,2,7.0,7.0,
selfish,1,0,7,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,0,2,7.0,7.0,4.0
selfish,1,0,7,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,0,2,7.0,6.666666666666667,
selfish,1,0,7,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,2,7.0,6.666666666666667,3.0
selfish,1,0,7,p,7.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,6.75,
selfish,1,0,7,r,,,6.0,-1.0,0.0,7.0,0.0,,,,,,7.0,-1.0,0.0,0,2,7.0,6.75,4.0
selfish,1,0,7,p,8.0,0.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,6.6,
selfish,1,0,7,p,7.0,1.0,,,,8.0,0.0,,,,,,6.0,-1.0,0.0,0,2,7.2,6.6,
selfish,1,0,7,p,7.0,1.0,,,,7.0,1.0,,,,8.0,0.0,,,,0,2,7.166666666666667,6.6,
selfish,1,0,7,r,,,8.0,-1.0,0.0,7.0,1.0,,,,7.0,1.0,,,,0,2,7.142857142857143,6.6,2.0
selfish,1,0,7,r,,,6.0,1.0,1.0,,,8.0,-1.0,0.0,7.0,1.0,,,,0,2,7.142857142857143,6.833333333333333,4.0
selfish,1,0,7,p,7.0,1.0,,,,,,6.0,1.0,1.0,,,8.0,-1.0,0.0,0,2,7.142857142857143,6.714285714285714,
selfish,1,0,7,r,,,7.0,-1.0,0.0,7.0,1.0,,,,,,6.0,1.0,1.0,0,2,7.125,6.714285714285714,3.0
selfish,1,0,8,r,,,6.0,0.0,,,,,,,,,,,,0,2,,,4.0
selfish,1,0,8,p,7.0,0.0,,,,,,6.0,0.0,,,,,,,0,2,,6.0,
selfish,1,0,8,r,,,7.0,,,7.0,0.0,,,,,,6.0,0.0,,0,2,7.0,6.0,3.0
selfish,1,0,8,p,7.0,1.0,,,,,,7.0,,,7.0,0.0,,,,0,2,7.0,6.5,
selfish,1,0,8,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,,,0,2,7.0,6.5,3.0
selfish,1,0,8,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,0,2,7.0,6.666666666666667,
selfish,1,0,8,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,0,2,7.0,6.666666666666667,3.0
selfish,1,0,8,p,7.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,6.75,
selfish,1,0,8,r,,,6.0,-1.0,0.0,7.0,0.0,,,,,,7.0,-1.0,0.0,0,2,7.0,6.75,4.0
selfish,1,0,8,p,7.0,1.0,,,,,,6.0,-1.0,0.0,7.0,0.0,,,,0,2,7.0,6.6,
selfish,1,0,8,p,6.0,1.0,,,,7.0,1.0,,,,,,6.0,-1.0,0.0,0,2,7.0,6.6,
selfish,1,0,8,p,6.0,1.0,,,,6.0,1.0,,,,7.0,1.0,,,,0,2,6.833333333333333,6.6,
selfish,1,0,8,r,,,7.0,-1.0,0.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.714285714285714,6.6,3.0
selfish,1,0,8,r,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.714285714285714,6.666666666666667,5.0
selfish,1,0,8,p,7.0,0.0,,,,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,0,2,6.714285714285714,6.428571428571429,
selfish,1,0,8,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.75,6.428571428571429,3.0
selfish,1,0,8,p,,,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,2,6.75,6.5,
selfish,2,1,0,r,,,7.0,1.0,1.0,,,,,,,,,,,0,1,,,3.0
selfish,2,1,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,,,,0,1,,7.0,
selfish,2,1,0,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,5.0
selfish,2,1,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,6.0,
selfish,2,1,0,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,6.0,2.0
selfish,2,1,0,r,,,8.0,1.0,1.0,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.666666666666667,2.0
selfish,2,1,0,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,8.0,1.0,1.0,0,1,5.0,7.0,
selfish,2,1,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,7.0,3.0
selfish,2,1,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,0,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,
selfish,2,1,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,7.0,3.0
selfish,2,1,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,4.0
selfish,2,1,0,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.857142857142857,
selfish,2,1,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.857142857142857,3.0
selfish,2,1,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.875,
selfish,2,1,1,r,,,9.0,1.0,1.0,,,,,,,,,,,0,1,,,1.0
selfish,2,1,1,p,5.0,1.0,,,,,,9.0,1.0,1.0,,,,,,0,1,,9.0,
selfish,2,1,1,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,0,1,5.0,9.0,3.0
selfish,2,1,1,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,8.0,
selfish,2,1,1,p,,0.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,8.0,
selfish,2,1,1,r,,,5.0,2.0,1.0,,0.0,,,,5.0,1.0,,,,0,1,5.0,8.0,5.0
selfish,2,1,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,0,1,5.0,7.0,
selfish,2,1,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,7.0,5.0
selfish,2,1,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,
selfish,2,1,1,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,6.5,2.0
selfish,2,1,1,r,,,8.0,1.0,1.0,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.8,2.0
selfish,2,1,1,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,8.0,1.0,1.0,0,1,5.0,7.0,
selfish,2,1,1,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,7.0,3.0
selfish,2,1,1,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,1,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,2.0
selfish,2,1,1,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.125,
selfish,2,1,2,r,,,7.0,1.0,1.0,,,,,,,,,,,0,1,,,3.0
selfish,2,1,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,,,,0,1,,7.0,
selfish,2,1,2,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,4.0
selfish,2,1,2,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,
selfish,2,1,2,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.5,1.0
selfish,2,1,2,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.333333333333333,
selfish,2,1,2,p,5.0,1.0,,,,5.0,1.0,,,,,,9.0,1.0,1.0,0,1,5.0,7.333333333333333,
selfish,2,1,2,r,,,9.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,7.333333333333333,1.0
selfish,2,1,2,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.75,
selfish,2,1,2,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,0,1,5.0,7.75,2.0
selfish,2,1,2,r,,,8.0,1.0,1.0,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.8,2.0
selfish,2,1,2,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,8.0,1.0,1.0,0,1,5.0,7.833333333333333,
selfish,2,1,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,7.833333333333333,5.0
selfish,2,1,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,7.428571428571429,
selfish,2,1,2,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,7.428571428571429,3.0
selfish,2,1,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.375,
selfish,2,1,3,r,,,6.0,1.0,1.0,,,,,,,,,,,0,1,,,4.0
selfish,2,1,3,r,,,6.0,1.0,1.0,,,6.0,1.0,1.0,,,,,,0,1,,6.0,4.0
selfish,2,1,3,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,6.0,1.0,1.0,0,1,,6.0,
selfish,2,1,3,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.0,2.0
selfish,2,1,3,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,2,1,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,6.666666666666667,3.0
selfish,2,1,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.75,
selfish,2,1,3,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.75,
selfish,2,1,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.75,3.0
selfish,2,1,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.8,
selfish,2,1,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.8,3.0
selfish,2,1,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.833333333333333,
selfish,2,1,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.833333333333333,3.0
selfish,2,1,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.857142857142857,
selfish,2,1,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.857142857142857,3.0
selfish,2,1,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.875,
selfish,2,1,4,r,,,6.0,1.0,1.0,,,,,,,,,,,0,1,,,4.0
selfish,2,1,4,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,,,,0,1,,6.0,
selfish,2,1,4,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.0,4.0
selfish,2,1,4,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.0,
selfish,2,1,4,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.0,3.0
selfish,2,1,4,r,,,7.0,1.0,1.0,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.333333333333333,3.0
selfish,2,1,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,7.0,1.0,1.0,0,1,5.0,6.5,
selfish,2,1,4,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.5,3.0
selfish,2,1,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.6,
selfish,2,1,4,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.6,
selfish,2,1,4,r,,,7.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.6,3.0
selfish,2,1,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,2,1,4,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.666666666666667,3.0
selfish,2,1,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.714285714285714,
selfish,2,1,4,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.714285714285714,3.0
selfish,2,1,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.75,
selfish,2,1,5,r,,,7.0,1.0,1.0,,,,,,,,,,,0,1,,,3.0
selfish,2,1,5,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,,,,0,1,,7.0,
selfish,2,1,5,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,4.0
selfish,2,1,5,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,
selfish,2,1,5,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.5,3.0
selfish,2,1,5,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,2,1,5,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.666666666666667,3.0
selfish,2,1,5,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.75,
selfish,2,1,5,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.75,4.0
selfish,2,1,5,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.6,
selfish,2,1,5,p,5.0,1.0,,,,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.6,
selfish,2,1,5,r,,,7.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.6,3.0
selfish,2,1,5,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.666666666666667,
selfish,2,1,5,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.666666666666667,4.0
selfish,2,1,5,r,,,9.0,1.0,1.0,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.571428571428571,1.0
selfish,2,1,5,p,5.0,1.0,,,,,,9.0,1.0,1.0,,,6.0,1.0,1.0,0,1,5.0,6.875,
selfish,2,1,6,r,,,7.0,1.0,1.0,,,,,,,,,,,0,1,,,3.0
selfish,2,1,6,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,,,,0,1,,7.0,
selfish,2,1,6,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,3.0
selfish,2,1,6,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,6,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,3.0
selfish,2,1,6,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,5.0
selfish,2,1,6,r,,,7.0,1.0,1.0,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,3.0
selfish,2,1,6,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,5.0,2.0,1.0,0,1,5.0,6.6,
selfish,2,1,6,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.6,
selfish,2,1,6,r,,,8.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.6,2.0
selfish,2,1,6,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.833333333333333,
selfish,2,1,6,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,6.833333333333333,3.0
selfish,2,1,6,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.857142857142857,
selfish,2,1,6,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.857142857142857,4.0
selfish,2,1,6,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.75,
selfish,2,1,7,r,,,6.0,1.0,1.0,,,,,,,,,,,0,1,,,4.0
selfish,2,1,7,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,,,,0,1,,6.0,
selfish,2,1,7,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.0,3.0
selfish,2,1,7,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,
selfish,2,1,7,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.5,4.0
selfish,2,1,7,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.333333333333333,
selfish,2,1,7,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.333333333333333,3.0
selfish,2,1,7,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.5,
selfish,2,1,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.5,5.0
selfish,2,1,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,6.2,
selfish,2,1,7,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,6.2,
selfish,2,1,7,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.2,
selfish,2,1,7,r,,,6.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.2,4.0
selfish,2,1,7,r,,,7.0,1.0,1.0,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.166666666666667,3.0
selfish,2,1,7,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,6.0,1.0,1.0,0,1,5.0,6.285714285714286,
selfish,2,1,7,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.285714285714286,1.0
selfish,2,1,8,r,,,6.0,1.0,1.0,,,,,,,,,,,0,1,,,4.0
selfish,2,1,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,,,,0,1,,6.0,
selfish,2,1,8,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.0,2.0
selfish,2,1,8,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,8,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,7.0,2.0
selfish,2,1,8,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.333333333333333,
selfish,2,1,8,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,0,1,5.0,7.333333333333333,4.0
selfish,2,1,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.0,
selfish,2,1,8,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,7.0,4.0
selfish,2,1,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.8,
selfish,2,1,8,p,5.0,1.0,,,,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,6.8,
selfish,2,1,8,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.8,
selfish,2,1,8,r,,,9.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,0,1,5.0,6.8,1.0
selfish,2,1,8,r,,,6.0,1.0,1.0,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,7.166666666666667,4.0
selfish,2,1,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,9.0,1.0,1.0,0,1,5.0,7.0,
selfish,2,1,8,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.0,7.0,4.0
selfish,2,1,8,p,,,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,6.875,
selfish,3,0,0,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
selfish,3,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,
selfish,3,0,0,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,2.0
selfish,3,0,0,p,6.0,1.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.5,
selfish,3,0,0,r,,,8.0,1.0,1.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.0,7.5,2.0
selfish,3,0,0,r,,,7.0,0.0,,,,8.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,7.666666666666667,3.0
selfish,3,0,0,p,7.0,0.0,,,,,,7.0,0.0,,,,8.0,1.0,1.0,0,2,6.0,7.5,
selfish,3,0,0,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,7.0,0.0,,0,2,6.333333333333333,7.5,3.0
selfish,3,0,0,p,5.0,1.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,0,2,6.333333333333333,7.4,
selfish,3,0,0,p,6.0,1.0,,,,5.0,1.0,,,,,,7.0,-2.0,0.0,0,2,6.0,7.4,
selfish,3,0,0,r,,,7.0,-1.0,0.0,6.0,1.0,,,,5.0,1.0,,,,0,2,6.0,7.4,3.0
selfish,3,0,0,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.333333333333333,
selfish,3,0,0,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.333333333333333,1.0
